,combinedPval,adjustedPval,cluster
RPL38,2.17010163800984e-40,6.22912958981733e-37,7
BAMBI,2.60314412786787e-40,7.29424038868434e-37,3
EEF1A1,3.60603746065343e-40,9.86944943513491e-37,7
FKBP1A,4.91557512273547e-40,1.31477915217013e-36,6
LRRC3B,4.13031322622406e-39,1.0801936556171e-35,2
ID2,6.20913741530526e-39,1.58856352910974e-35,3
RPS6,7.79263953072351e-39,1.9512722902391e-35,7
MYOM2,9.42278415380665e-39,2.31030412458341e-35,4
MGST3,2.19078995952766e-38,5.26181784827131e-35,4
ENSGALG00000048305,2.36764461861001e-38,5.57285392203762e-35,1
STMN1,3.68853186882172e-38,8.51166479395818e-35,6
ENSGALG00000020788,4.03434976776362e-38,9.13064277753692e-35,1
ND1,4.67647536256973e-38,1.03842211587262e-34,1
RPS16,5.53768155967528e-38,1.20688354610529e-34,7
TNNC2,7.11989043812501e-38,1.52349758147085e-34,4
HAPLN3,4.68358381163689e-37,9.84286247452566e-34,2
FN1,6.44930108833255e-37,1.33158515510777e-33,5
ENSGALG00000015617,1.9313275754702e-36,3.91885410777672e-33,7
COX6C,2.96788540606937e-36,5.92006212911692e-33,4
SNRPF,6.74803378167629e-36,1.32360117979244e-32,6
Meis2a.2,7.36917386353322e-36,1.42173978310064e-32,1
RPL26L1,8.37874803861677e-36,1.59044475834327e-32,7
TMSB4X,1.54621000835304e-35,2.88841158699228e-32,3
S100A6,1.90760608504884e-35,3.50784078338593e-32,3
SEPSECS,3.20338245823547e-35,5.79998117955744e-32,2
LUM,3.56761313767997e-35,6.36157961759125e-32,8
MYL9,4.424940980529e-35,7.77255542652175e-32,4
RPS15,5.16459507761095e-35,8.9383737881042e-32,7
TXN,7.06352156846975e-35,1.20476774794215e-31,6
AKR1D1,7.78997304022894e-35,1.3096916617523e-31,1
RPL19,9.00887358623948e-35,1.49328702671086e-31,7
RPL23,9.70388174894019e-35,1.58614960384714e-31,7
ACTC1,1.12148023860832e-34,1.80800619058208e-31,4
RPL8,1.281471773726e-34,2.03802014653418e-31,7
EIF4G2,1.64952850498799e-34,2.58838997662635e-31,3
KRT19,1.78850848402563e-34,2.76954585600907e-31,8
RPL35A,1.88488558610326e-34,2.88088164190288e-31,7
RPS3A,1.99790013521415e-34,3.01446552562139e-31,7
HSPB1,2.29574576977475e-34,3.42001372831796e-31,4
RPL6,2.63883303163512e-34,3.88197802532324e-31,7
MYOZ2,2.73992422830163e-34,3.9809312893588e-31,1
RPL11,3.29836692785878e-34,4.73386929638059e-31,7
HDGF,5.39729113436693e-34,7.65295043231155e-31,6
EEF1D,5.58317593559021e-34,7.82227671732276e-31,7
REEP1,5.70739654177857e-34,7.90224098977359e-31,1
RPL31,6.13444688238048e-34,8.3947565685028e-31,7
ATP5MC3,6.41832138807398e-34,8.68227135784608e-31,4
EEF1B2,7.60277024453878e-34,1.01676442396595e-30,7
RPL7,7.87888310110486e-34,1.04185144443246e-30,7
RPL37,8.45244188168467e-34,1.10527623390624e-30,7
SEC61G,1.16913893592062e-33,1.51201423429217e-30,3
ENSGALG00000042611,1.22531350082322e-33,1.56743860615448e-30,5
RPL12,1.52301556326141e-33,1.92731428633517e-30,7
KRT7,1.54574252494188e-33,1.93526503110512e-30,8
RPL13,1.74141406944824e-33,2.15729527154635e-30,7
RPL7A,2.1700520611554e-33,2.66029665203713e-30,7
RPL9,2.61645518700189e-33,3.17448087134361e-30,7
RPS3,2.92446446331137e-33,3.51197503958906e-30,7
GHITM,3.584110734965e-33,4.26066484207247e-30,4
SEM1,3.6975803668689e-33,4.35159801593282e-30,6
NEXN,4.06468369005265e-33,4.73627083736738e-30,1
CRIP1,4.55877207020207e-33,5.25991656214347e-30,3
ENSGALG00000007699,5.52211058530134e-33,6.30955924689406e-30,7
CFC1,5.62698517486104e-33,6.36756782427331e-30,8
CNMD,5.80048663862503e-33,6.5013909080996e-30,3
NDUFA4,6.36025664628539e-33,7.06154812339189e-30,4
RPS4X,7.33884921105675e-33,8.07189185506827e-30,7
RPL4,1.03239751346144e-32,1.1250047141657e-29,7
ITGB1BP3,1.21577513741739e-32,1.31267709658535e-29,1
VCAN,1.49114785852656e-32,1.59536173753182e-29,1
PPIA,2.13937958213313e-32,2.26827661696821e-29,6
TMEM158,2.83454464751278e-32,2.97849192684994e-29,1
RPL35,2.99584278970233e-32,3.12012306499996e-29,7
RPS8,3.1623740829705e-32,3.26467188157733e-29,7
RPL23A,3.73049156257395e-32,3.81767865362356e-29,7
PITX2,5.16356575072345e-32,5.23869205566313e-29,2
COX7C,5.3375331485749e-32,5.36890687865997e-29,4
DBI,5.976932029083e-32,5.96111441521964e-29,3
RPL36AL,6.31862963467618e-32,6.24895052947461e-29,7
PKM,7.84963019740402e-32,7.6347527108698e-29,6
HMGN4,7.81706405489072e-32,7.6347527108698e-29,6
EIF1,1.03768963863451e-31,1.00101087929186e-28,3
COII,1.05818443162125e-31,1.01248221727546e-28,1
FBLN1,1.09272781033338e-31,1.02880515355569e-28,8
RPS7,1.08635458570371e-31,1.02880515355569e-28,7
GPI,1.40794990953569e-31,1.31506677962179e-28,2
SEC61B,1.65834267869407e-31,1.53674463189786e-28,3
S100A11,2.30331517230341e-31,2.11774929890482e-28,3
COX3,2.88115002732192e-31,2.62849594325796e-28,1
RPS24,3.22742372418585e-31,2.92175491106456e-28,7
PRDX3,3.30318752761999e-31,2.96751608928581e-28,4
ENSGALG00000053871,3.57000993973901e-31,3.18292673431667e-28,6
VIM,4.02263420725485e-31,3.55950862279129e-28,3
ACADSB,4.08020477710428e-31,3.58350743220654e-28,2
NDUFB4,4.41818348765703e-31,3.8515995529653e-28,4
ENSGALG00000015271,4.82097731739946e-31,4.16584860521751e-28,3
FABP7,4.87835206126281e-31,4.16584860521751e-28,3
RPL10A,4.88485212592964e-31,4.16584860521751e-28,7
FTH1,5.50137932651116e-31,4.65787617163764e-28,3
RPSAP58,7.25471955471174e-31,6.09851000773044e-28,7
RPS19,7.94817721878914e-31,6.63406278184537e-28,7
RPS27A,9.90433126776379e-31,8.20857860242884e-28,7
RPL22,1.01849668768841e-30,8.38213654849221e-28,7
RPL24,1.19768771094557e-30,9.78841219111296e-28,7
RPL29,1.31591400861983e-30,1.06804771674329e-27,7
RPS26,1.41568091968688e-30,1.14115246018916e-27,7
RPL30,1.5881604680895e-30,1.26288502652092e-27,7
SERP1,1.58780370336326e-30,1.26288502652092e-27,3
GNB2L1,1.61721698998186e-30,1.27735959548672e-27,7
COL1A1,1.68299569869018e-30,1.32045283971211e-27,3
CPE,1.85225136232493e-30,1.44362409965269e-27,5
NME2,1.97188995540812e-30,1.52675810690429e-27,7
RPL27A,2.01705314722555e-30,1.55058723233154e-27,7
ENO1,2.02901742418475e-30,1.55058723233154e-27,1
RPS14,2.15174747764694e-30,1.63376938002156e-27,7
H3F3B,2.47022064573805e-30,1.86355535144338e-27,3
ACTB,2.74832463059743e-30,2.06015323967123e-27,3
FRZB,2.77881737115008e-30,2.06982708689781e-27,3
MYL12A,2.88044720594512e-30,2.13203310210768e-27,6
FGF13,2.98417996152471e-30,2.19500834182576e-27,2
RPL21,3.41601316331114e-30,2.49703602160751e-27,7
FXYD6,4.03808878350813e-30,2.9335398806705e-27,2
TPM4,5.07039854979313e-30,3.66088124560377e-27,4
RPS17,6.05770608141181e-30,4.28587558131031e-27,7
TNNC1,6.08169844923071e-30,4.28587558131031e-27,1
RPLP0,6.00523495417477e-30,4.28587558131031e-27,7
ACTG2,6.02072982258161e-30,4.28587558131031e-27,4
RPL36,6.12778136043641e-30,4.29264651674629e-27,7
COX7A2,7.60166590067011e-30,5.29362559395519e-27,6
ENSGALG00000043329,8.91986918978874e-30,6.17505332063379e-27,3
RPS11,9.53272998485702e-30,6.5607324791883e-27,7
RPL34,1.02348270069608e-29,7.00298518281676e-27,7
RBM24,1.11634569920202e-29,7.59423003920923e-27,1
ID1,1.30214185498679e-29,8.80724744666998e-27,3
RPL32,1.83679115655724e-29,1.23524435820265e-26,7
RPS15A,1.99171029735682e-29,1.33181729031844e-26,7
HYPK,2.0092585511685e-29,1.33596077441217e-26,6
SNRPE,2.12217563960624e-29,1.40311242538495e-26,6
NAP1L1,2.1477545508589e-29,1.41209125952477e-26,9
EEF1A2,2.87197035626773e-29,1.87775356737103e-26,1
OTUB1,2.90575058620672e-29,1.88934342738952e-26,6
RPS27,3.15172852602651e-29,2.03802056691588e-26,7
LBH,4.27831088035197e-29,2.75139153800719e-26,1
ATP5PD,4.41731067067123e-29,2.82534358592167e-26,4
UQCRH,4.9926296910755e-29,3.1760605588718e-26,4
ATP5ME,5.02447831592244e-29,3.17913653453471e-26,4
VDAC2,5.48611954457472e-29,3.45266790865883e-26,4
MRPS6,5.55143795324739e-29,3.47519188024971e-26,3
ARL4C,5.69604519303106e-29,3.54684957556469e-26,2
RPS20,7.42329824527557e-29,4.59805811976854e-26,7
ENSGALG00000013239,8.40845233679075e-29,5.18100304339622e-26,1
ACKR3,9.68565113809879e-29,5.93688643620947e-26,3
ACBD7,1.09162608855282e-28,6.65652772385599e-26,3
PGAM1,1.26622365440605e-28,7.68139043566181e-26,4
RPL17,1.33925292270386e-28,8.08274987207155e-26,7
ACTG1,1.46341133161491e-28,8.78701747578073e-26,3
PPIB,1.66772238235492e-28,9.96296670994166e-26,3
MPC2,1.84160626627148e-28,1.0946183937757e-25,4
COX4I2,2.50043016264635e-28,1.47874333659187e-25,4
ATP5MF,2.74791287681357e-28,1.61697800132252e-25,4
DSTN,2.85320457788434e-28,1.67058278836527e-25,3
ENSGALG00000000629,4.17359934588324e-28,2.43159103833075e-25,4
DERA,5.17770259034464e-28,3.00173404371909e-25,4
PFDN1,5.3065863623531e-28,3.06137278481533e-25,1
SERBP1,5.49173676122739e-28,3.15273159189183e-25,3
UBB,6.70878782268843e-28,3.83272786629499e-25,3
PGK1,7.15687473537671e-28,4.06896747543632e-25,6
GJA5,7.74629222759507e-28,4.38290128843914e-25,1
EMILIN2,9.18764324636987e-28,5.1735539837692e-25,4
HSP90AB1,9.39593997222932e-28,5.21597523247348e-25,6
ACTA1,9.32615303217906e-28,5.21597523247348e-25,4
ENSGALG00000036956,9.36861223272656e-28,5.21597523247348e-25,1
RD3L,1.25527882065331e-27,6.93572309509617e-25,1
ZNF593,1.40568580013945e-27,7.73046525048914e-25,7
ADCYAP1,1.48133787675486e-27,8.10861752297656e-25,4
RPS13,1.66005498201364e-27,9.04481876500256e-25,7
ENSGALG00000030086,1.68582820198413e-27,9.14291598204501e-25,4
RPL14,1.82175223880074e-27,9.82972929135924e-25,7
PFDN6,1.82917191465694e-27,9.82972929135924e-25,6
SLC25A3,1.93098320616667e-27,1.03296822824091e-24,4
ATF4,2.11761677946054e-27,1.12260130569269e-24,6
EEF2,2.11674071604908e-27,1.12260130569269e-24,7
HNRNPA1,2.25305241599888e-27,1.18904305420223e-24,7
CSRP1,2.46245073031041e-27,1.29375094284209e-24,1
PTX3,2.48616703889668e-27,1.30040590876721e-24,3
RPL5,2.54272190426958e-27,1.32410240094415e-24,7
MFAP2,2.90133000888317e-27,1.5041890426994e-24,3
BTF3,3.4198123464002e-27,1.76521893277669e-24,9
TPI1,3.78431509097108e-27,1.94483586675631e-24,4
RPS2,4.10118153549717e-27,2.09851609902848e-24,3
HADH,4.62925335188593e-27,2.35846870414675e-24,4
RAP1GDS1,4.746116781034e-27,2.40758474631303e-24,5
EIF4A2,5.01987219245906e-27,2.53552494101559e-24,8
PFN1,5.10003092425289e-27,2.56500431457842e-24,6
RPL27,5.33411416290034e-27,2.67131800925816e-24,7
PEBP1,5.54401934004537e-27,2.76467370261122e-24,4
HSPE1,5.95398664270584e-27,2.95658696538709e-24,4
RPL18A,5.99092483869612e-27,2.96242975987714e-24,7
RPL39,6.22630873352793e-27,3.06560842468904e-24,7
TUBA1A,6.25168049923834e-27,3.06560842468904e-24,3
EDNRA,6.53857622798781e-27,3.19298807476657e-24,1
DPYSL3,6.62871202081603e-27,3.22362810717105e-24,3
MSX1,7.52367792584709e-27,3.64380452041775e-24,3
GSTM3,8.70894661789162e-27,4.20055765573282e-24,10
SDK1,1.0556032288903e-26,5.07067497393984e-24,2
CDH2,1.15223280037572e-26,5.51234352765213e-24,1
SBSPON,1.20559158194377e-26,5.74426413385423e-24,1
TNNI1,1.86355055799489e-26,8.84342804918606e-24,4
TXNDC17,1.94302415812977e-26,9.18353744545913e-24,6
S100A1,1.96070808968926e-26,9.23005055886348e-24,1
MND1,2.61870885734721e-26,1.22784810296458e-23,3
ENSGALG00000034288,3.67936725770205e-26,1.71218281929814e-23,1
URM1,3.68077701375133e-26,1.71218281929814e-23,7
RPS29,4.21140922089684e-26,1.95130373115492e-23,7
ATP5MC1,4.31117767297635e-26,1.98969674247621e-23,4
LRRC73,5.21879145751039e-26,2.39917057013534e-23,2
RPLP1,6.30917661990998e-26,2.88915412161806e-23,7
RPLP2,6.7794490855142e-26,3.09247249358994e-23,7
ENSGALG00000009250,6.8346270923399e-26,3.10560493105893e-23,6
RPS10,7.28986510721763e-26,3.29972154235562e-23,7
RPL15,9.78618244195013e-26,4.41269538565424e-23,7
EIF3H,1.0609986362085e-25,4.76589732997631e-23,7
ATP5MPL,1.06566962301282e-25,4.76867786429231e-23,4
MDK,1.11994103154084e-25,4.99254947510052e-23,8
RPS12,1.21893354827558e-25,5.41333998865721e-23,7
SH3BGRL3,1.30312495325827e-25,5.76548135961724e-23,1
GAPDH,1.30940873037104e-25,5.77158530205986e-23,4
ENSGALG00000035994,1.47525657929654e-25,6.47834263856803e-23,5
PRDX1,1.50245900024563e-25,6.57327039420209e-23,6
LY6E,1.57205893519262e-25,6.85229745317113e-23,5
ENSGALG00000003348,2.18290921467459e-25,9.4797641208268e-23,6
UBA52,2.46994008012915e-25,1.06868241065604e-22,7
CIRBP,2.91443053940748e-25,1.25638345881449e-22,6
RPL37A,2.92551012894576e-25,1.25655699227648e-22,7
BTG1,3.13368110881186e-25,1.34107557745875e-22,2
ENSGALG00000053371,3.14662571289798e-25,1.34173624905001e-22,5
ENSGALG00000051598,3.56941120262579e-25,1.51651936795767e-22,3
C1H12ORF57,3.84861907742938e-25,1.62926332020781e-22,1
ND3,4.43968281953305e-25,1.87274604656906e-22,1
NPM1,5.38863642738156e-25,2.26491547554474e-22,7
ENSGALG00000046914,5.54517549183773e-25,2.32241657894753e-22,3
TOMM20,6.79364073630464e-25,2.83520598002049e-22,4
LTBP2,6.97402904081234e-25,2.90020344372622e-22,3
ENSGALG00000051266,7.09021466445665e-25,2.93813801294768e-22,4
YBX1,7.26402088794151e-25,2.99960018870092e-22,9
DKK3,7.63981047139144e-25,3.13279398231214e-22,3
PSMB4,7.61333733987631e-25,3.13279398231214e-22,6
MYL2,9.24789266733302e-25,3.77903958184392e-22,4
SRSF3,9.81089783892274e-25,3.99523250645559e-22,6
ATP5A1Z,1.00247092193284e-24,4.06822471779473e-22,4
EIF3B,1.01553787065917e-24,4.1070905915605e-22,2
ATP5F1B,1.07059352460271e-24,4.314921595232e-22,4
NDUFA12,1.12127268325003e-24,4.50375512613222e-22,4
ADD3,1.13902614884624e-24,4.55950306386216e-22,2
HSPA8,1.14906138564928e-24,4.58408183772978e-22,6
COX7B,1.2881780354646e-24,5.1217140369902e-22,4
GSN,1.35855108720498e-24,5.3833259083815e-22,3
NDUFV3,1.39337800684218e-24,5.50280135011437e-22,4
RCSD1,1.43866527134517e-24,5.66265000407614e-22,1
ATP5PF,1.58932476117129e-24,6.23480023076318e-22,4
NRN1L,1.60246590877132e-24,6.2654670637045e-22,1
ANGPTL1,1.80887868068658e-24,7.03733384790998e-22,3
ARPC5,1.81183913010482e-24,7.03733384790998e-22,3
UQCRQ,1.86356906130766e-24,7.21444714580591e-22,4
SUB1,1.87034751997164e-24,7.21694867460309e-22,6
CHGB,2.11306423348009e-24,8.12685330420732e-22,6
C5H14orf166,2.82520778209279e-24,1.08303668210831e-21,1
SPARC,2.93398460220281e-24,1.12108427700194e-21,3
TNNT2,3.42026737313274e-24,1.30266494411527e-21,1
CLC2DL3,3.80601670234458e-24,1.44490782787883e-21,5
PENK,4.84983711659831e-24,1.83228243121172e-21,3
TOMM6,4.85753416113633e-24,1.83228243121172e-21,6
HNRNPA2B1,6.73380029280858e-24,2.53190287868364e-21,6
SAP18,6.93105712342246e-24,2.59777168028022e-21,6
ZCCHC13,7.23827228999179e-24,2.70430400000926e-21,4
PSMB7,8.14837080518554e-24,3.03469360415004e-21,6
CTNNB1,8.41724500021519e-24,3.1249412296427e-21,8
SOD1,8.45970347656829e-24,3.13082770773105e-21,6
SNRPG,1.06244719643898e-23,3.91965478983316e-21,6
ENSGALG00000000604,1.0954741546222e-23,4.02887047472446e-21,1
SDCBP,1.13946105809532e-23,4.17758796122511e-21,3
COX1,1.38882206620594e-23,5.0760031667415e-21,1
NDUFA5,1.55444734096939e-23,5.66375736446183e-21,4
RPS21,1.59843727540503e-23,5.80606289948539e-21,7
TRIM55,1.67543091606721e-23,6.06700442893181e-21,1
COL9A2,1.85028557893767e-23,6.67962854243518e-21,3
UQCRB,1.90758441337343e-23,6.84448962337314e-21,4
EIF3M,1.90239644807665e-23,6.84448962337314e-21,7
RBP5,2.64648082463797e-23,9.46681742689081e-21,3
AQP3,2.75517312567722e-23,9.82575886052568e-21,1
MRPL33,2.88352396842295e-23,1.02524278064965e-20,6
NDUFB5,3.00556517652223e-23,1.06541599963665e-20,4
SORBS2,3.49236151309171e-23,1.23425844643663e-20,1
ARF4,3.69694554325219e-23,1.30264997200435e-20,3
PCNA,4.04872122863658e-23,1.42234259370171e-20,6
DES,4.13639175575134e-23,1.44881700388863e-20,1
EIF5,4.49500911190261e-23,1.56975481358557e-20,3
COL3A1,4.56020178351686e-23,1.58780990839764e-20,8
NDUFB1,4.71123959370551e-23,1.63556060324538e-20,4
MOXD1,4.77514492726095e-23,1.6528703455285e-20,3
GNG5,5.40253737928988e-23,1.86455221256175e-20,6
NDUFB10,5.63519704106238e-23,1.93916225009274e-20,4
FAU,5.90514204342057e-23,2.02613032445982e-20,7
BMP5,6.1062731739276e-23,2.08905048078309e-20,2
EIF3E,6.35265892591676e-23,2.16704331215893e-20,7
FIBIN,6.87967014762794e-23,2.3400366809454e-20,3
NDUFB2,7.42807513336687e-23,2.51928882945966e-20,4
SNRPD3,7.78881788520616e-23,2.63404659674177e-20,6
ATP5PB,8.33598433961002e-23,2.81101142679941e-20,4
TUBB6,9.25353727290257e-23,3.11150771522527e-20,2
NPY,9.89749380164191e-23,3.31855691096535e-20,8
ENSGALG00000041812,1.0230356983451e-22,3.42041870616717e-20,4
FKBP3,1.07394542555254e-22,3.5804585881033e-20,4
OXCT1,1.07875397057231e-22,3.58633036322741e-20,4
RPS27L,1.25843355490595e-22,4.17189226495321e-20,3
ATP1A1,1.43349084840869e-22,4.7388839630895e-20,4
COLEC11,1.46552005063385e-22,4.82299575320552e-20,1
ITM2A,1.46713054242775e-22,4.82299575320552e-20,3
NR2F2,1.51601347342146e-22,4.96980971150792e-20,2
ADH5,1.5365958242449e-22,5.02329051601521e-20,3
CALM2,1.64791363201068e-22,5.37227693985468e-20,3
NDUFC2,1.66414355795717e-22,5.41020056639388e-20,4
TUBA1B,1.68404722012713e-22,5.45982581589234e-20,6
TSPAN6,1.76581849050402e-22,5.70920745770043e-20,3
SNCAIP,2.28445405485473e-22,7.36581337965103e-20,1
WNT5A,2.39624542668537e-22,7.70515464438169e-20,1
MYL3,2.61461214285762e-22,8.3844071078414e-20,4
PHLDA2,2.63547057696208e-22,8.42832941312414e-20,5
NDUFA6,2.79244145197021e-22,8.90612646975284e-20,4
ANGPTL2,2.83570233794204e-22,9.01965788523979e-20,3
S100A10,3.88875208237594e-22,1.2335804982549e-19,3
ATP1B1,3.92752212574984e-22,1.24252990012879e-19,4
PURH,4.33353738945891e-22,1.36730330663874e-19,3
ARPC4,4.64926676758313e-22,1.46299894094566e-19,3
SKP1,5.7584001651874e-22,1.80718129136945e-19,3
DDX5,6.35721472810646e-22,1.9898034698556e-19,3
MYL4,6.56891011518896e-22,2.05061021759023e-19,6
CHODL,7.08329388672837e-22,2.2053351987516e-19,3
NDUFA13,7.35401804302441e-22,2.28358209429105e-19,4
SOX9,8.28491078056703e-22,2.56587436119711e-19,3
PSMA4,8.95553395331239e-22,2.76299145866839e-19,6
ENSGALG00000040182,8.96833365762466e-22,2.76299145866839e-19,2
PMP22,9.02149033232331e-22,2.77211129253445e-19,3
CDON,9.15094435644585e-22,2.80456711963276e-19,3
GATA4,9.21831355978671e-22,2.81787610871348e-19,3
TPT1,9.72185209264785e-22,2.96410000917666e-19,7
CCDC80,1.01205109203144e-21,3.07767403588618e-19,3
NDUFB7,1.09764254410957e-21,3.32935690735208e-19,6
RAMP2,1.24425777931857e-21,3.76436659904146e-19,5
COL9A3,1.31183599873955e-21,3.95864069857085e-19,3
YWHAZ,1.32153267789294e-21,3.97770248854186e-19,6
LRRN4,1.34525833439332e-21,4.03878534981319e-19,8
TMEM258,1.45471352662289e-21,4.35628289287139e-19,6
ARF1,1.47190207970554e-21,4.39656851030959e-19,3
CA9,1.58085878187485e-21,4.71006747151665e-19,4
BSG,1.59299902894772e-21,4.73425310906266e-19,1
CTNNA3,1.61527205093595e-21,4.7883547679182e-19,4
SLC25A6,1.63369197085953e-21,4.83079102156444e-19,1
MRPS21,1.7733444881348e-21,5.23059821953738e-19,6
YWHAQ,1.78614077888941e-21,5.25517088096022e-19,1
ENSGALG00000005956,1.8989228778043e-21,5.57306491962235e-19,8
chPKCI,1.9634118264629e-21,5.74799653201506e-19,6
RSRP1,1.98847833188322e-21,5.80693499874629e-19,1
BZW1,2.07731103353826e-21,6.05133659746184e-19,6
CSTA,2.1975784213344e-21,6.38587637420369e-19,4
H3F3C,2.21353354146702e-21,6.41639691774318e-19,7
ENSGALG00000028183,2.23679368970168e-21,6.46789063058458e-19,4
MRPL51,2.36621609017608e-21,6.82535725117742e-19,6
ZNF706,2.60002547410073e-21,7.48144423165074e-19,5
NDUFB9,2.653284492016e-21,7.61607320594325e-19,4
CALM1,2.69123143476315e-21,7.70620171783969e-19,5
ENSGALG00000004725,2.85345459137249e-21,8.15088747521168e-19,10
GFPT2,2.98972253747067e-21,8.51945830063387e-19,3
SOUL,3.2088811849462e-21,9.12188186663742e-19,2
ENSGALG00000006899,3.29417130981413e-21,9.34177131525345e-19,4
GPX3,3.43162351278033e-21,9.70817177670076e-19,8
ROMO1,3.46381537337986e-21,9.77574418647354e-19,6
TCF12,3.69153907712845e-21,1.0393512344019e-18,3
SLIRP,3.74774363430372e-21,1.05265728436228e-18,4
GLO1,3.82571548419781e-21,1.0719993603776e-18,7
RBM38,4.28672700271928e-21,1.19832571426367e-18,4
MICOS13,4.88389517877122e-21,1.36202484974198e-18,4
BRT-1,5.3639611422993e-21,1.4923696338523e-18,3
TUBB4B,5.57301013909933e-21,1.54687465765965e-18,6
CG-16,5.65853376930555e-21,1.56691749614755e-18,2
SESTD1,5.85506597575714e-21,1.61753371614426e-18,4
CHURC1,7.72609020562128e-21,2.12942842645658e-18,6
USMG5,8.09014423207445e-21,2.22455753808185e-18,4
EIF3D,8.12036791374979e-21,2.22766336241207e-18,7
PERP2,9.72187222061653e-21,2.66080226129517e-18,1
IFI27L1,9.88592404148643e-21,2.69942426231847e-18,1
CNN3,1.11206670258604e-20,3.02955079454172e-18,3
LLPH,1.18094567153084e-20,3.20976450602875e-18,6
TIMM10,1.37667164792095e-20,3.73311859327976e-18,6
C1QBP,1.39858467841029e-20,3.78382164453372e-18,6
ENY2,1.4173879242941e-20,3.82589799695573e-18,3
NREP,1.54599131589585e-20,4.16348266736665e-18,8
MRPL23,1.78203068470379e-20,4.78819926087129e-18,6
TGM2,1.85840607290698e-20,4.98204038498982e-18,1
EIF3I,2.05458038511984e-20,5.49542909906743e-18,9
NDUFS7,2.07865774599533e-20,5.54722199672458e-18,4
RPN1,2.15815916469815e-20,5.74635363645919e-18,3
RAN,2.61926705591097e-20,6.95836494266793e-18,6
CBX3,2.66671341719609e-20,7.06845542850104e-18,3
PABPC1,2.74969658018318e-20,7.27203416284503e-18,1
ACTA2,2.98709404882039e-20,7.88215890091491e-18,3
HDDC2,3.02692887381637e-20,7.9694039529569e-18,6
STRAP,3.21882932605202e-20,8.45572953839895e-18,3
ENSGALG00000051854,3.31050743522989e-20,8.6771953436768e-18,3
CDK2AP1,3.76923559148964e-20,9.85761647955082e-18,3
MDH2,3.897536178334e-20,1.01705575404666e-17,4
MINOS1,3.9292115477378e-20,1.02305298024158e-17,4
SF3B5,3.97197334511529e-20,1.03190394148039e-17,6
TPD52,4.38494129457497e-20,1.13668225055149e-17,2
SLIT1,5.04734824143647e-20,1.3055184721005e-17,3
TUBA3E,6.30400275920821e-20,1.62698181883349e-17,6
DAD1,6.41334062954785e-20,1.65157863023972e-17,3
RBX1,7.03409341719717e-20,1.80748125341343e-17,7
SSBP1,7.24617918074246e-20,1.85792223081672e-17,6
HSBP1,7.99925672336465e-20,2.04655278837925e-17,6
TIMM13,8.10650842349734e-20,2.06949347217241e-17,4
CSRP2,8.37840171733407e-20,2.13427487534805e-17,3
SH3GLB2,8.74715643891268e-20,2.2233971807839e-17,2
UBE2I,9.54465236739368e-20,2.42088011197137e-17,3
ENSGALG00000053336,9.61723988305768e-20,2.43404522827559e-17,1
